,date,admin1,admin2,market,latitude,longitude,commodity,unit,priceflag,pricetype,currency,price,usdprice
0,#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2833,15/09/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1927.77,22.1275
2835,15/09/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,82.64,0.9485
2836,15/09/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,7040,80.8069
2837,15/09/2013,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,69.22,0.7945
2838,15/09/2013,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,71.88,0.8251
2839,15/09/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,30.53,0.3504
2840,15/09/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2600,29.8435
2841,15/09/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1213.88,13.9333
2843,15/09/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,76.57,0.8789
2844,15/09/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,7133,81.8744
2845,15/10/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2889,34.5901
2846,15/10/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,66.52,0.7964
2847,15/10/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,6188,74.0891
2848,15/10/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,37,0.443
2849,15/10/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2184.99,26.161
2851,15/10/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,77,0.9219
2852,15/10/2013,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,52.38,0.6271
2853,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,50,0.5987
2854,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,33.7,0.4036
2855,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3151,37.727
2856,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1822.77,21.8241
2858,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,45,0.5388
2859,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,219,2.6221
2860,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,71.22,0.8528
2861,15/10/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6297,75.3942
2862,15/10/2013,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,69,0.8261
2863,15/10/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3600,43.1029
2864,15/10/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1944.43,23.2808
2866,15/10/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,84.95,1.0172
2867,15/10/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,7200,86.2059
2868,15/10/2013,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,1 KG,actual,Wholesale,KES,32.02,0.3834
2869,15/10/2013,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,67.54,0.8086
2870,15/10/2013,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,74.17,0.888
2871,15/10/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,31.52,0.3774
2872,15/10/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2600,31.1299
2873,15/10/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1528.88,18.3054
2875,15/10/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,80.76,0.967
2876,15/10/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,7881,94.3595
2877,15/11/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2847,33.4622
2878,15/11/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,70.36,0.8269
2879,15/11/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5505,64.703
2880,15/11/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,38,0.4466
2881,15/11/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2184.99,25.6813
2883,15/11/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,78,0.9168
2884,15/11/2013,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,55.34,0.6504
2885,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,50,0.5877
2886,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,34.18,0.4018
2887,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3188,37.4702
2888,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1811.11,21.2868
2890,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,45,0.5289
2891,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,224,2.6328
2892,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,60.92,0.7161
2893,15/11/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6212,73.0128
2894,15/11/2013,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,67,0.7875
2895,15/11/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,35.18,0.4135
2896,15/11/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3600,42.3126
2897,15/11/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,2033.33,23.8987
2899,15/11/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,85.47,1.0045
2900,15/11/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,6993,82.1923
2901,15/11/2013,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,1 KG,actual,Wholesale,KES,28.38,0.3335
2902,15/11/2013,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,63.7,0.7486
2903,15/11/2013,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,74.58,0.8766
2904,15/11/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2780,32.6747
2905,15/11/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1550,18.2179
2907,15/11/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,73,0.858
2908,15/11/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8545,100.4337
2909,15/12/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2906,33.5324
2910,15/12/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,70.17,0.8096
2911,15/12/2013,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5189,59.876
2912,15/12/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,38,0.4385
2913,15/12/2013,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,73,0.8423
2914,15/12/2013,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,56.77,0.6551
2915,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,47,0.5423
2916,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,34.05,0.3929
2917,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3008,34.7094
2918,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1935,22.328
2920,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,43,0.4962
2921,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,180,2.077
2922,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,61.09,0.705
2923,15/12/2013,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6000,69.2342
2924,15/12/2013,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,64,0.7385
2925,15/12/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3600,41.5405
2926,15/12/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1944.43,22.4369
2928,15/12/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,85.14,0.9825
2929,15/12/2013,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,6831,78.8231
2930,15/12/2013,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,71.93,0.83
2931,15/12/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2700,31.1554
2932,15/12/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1871.66,21.5971
2934,15/12/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,71.01,0.8194
2935,15/12/2013,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8550,98.6587
2936,15/01/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,38.44,0.4483
2937,15/01/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,3000,34.9854
2938,15/01/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,79.99,0.9328
2939,15/01/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5738,66.9155
2940,15/01/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,37,0.4315
2941,15/01/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,1583.33,18.4644
2943,15/01/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,74,0.863
2944,15/01/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,53.36,0.6223
2945,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,49.5,0.5773
2946,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,32.7,0.3814
2947,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3225,37.6093
2948,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1635.55,19.0735
2950,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,45,0.5248
2951,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,226.25,2.6385
2952,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,65.32,0.7617
2953,15/01/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6000,69.9708
2954,15/01/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,60,0.6997
2955,15/01/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3600,41.9825
2956,15/01/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1944.43,22.6756
2958,15/01/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,85.17,0.9933
2959,15/01/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,6800,79.3003
2960,15/01/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,63.83,0.7444
2961,15/01/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,84,0.9796
2962,15/01/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,29.85,0.3481
2963,15/01/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2794,32.5831
2964,15/01/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1624.44,18.9439
2966,15/01/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,75.44,0.8797
2967,15/01/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8353,97.4111
2968,15/02/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2987,34.618
2969,15/02/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,82.74,0.9589
2970,15/02/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5947,68.9232
2971,15/02/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,35,0.4056
2972,15/02/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2055.55,23.823
2974,15/02/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,78.75,0.9127
2975,15/02/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,50.96,0.5906
2976,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,48.33,0.5601
2977,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,33.05,0.3831
2978,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3235,37.4923
2979,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1683.88,19.5155
2981,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,43.33,0.5022
2982,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,226.25,2.6221
2983,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,68.41,0.7929
2984,15/02/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6147,71.2411
2985,15/02/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,57,0.6606
2986,15/02/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3600,41.7225
2987,15/02/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1944.43,22.5351
2989,15/02/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,85.14,0.9867
2990,15/02/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,7200,83.4449
2991,15/02/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,65.11,0.7546
2992,15/02/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,78.05,0.9046
2993,15/02/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,29.71,0.3444
2994,15/02/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2840,32.9144
2995,15/02/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1604.44,18.5948
2997,15/02/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,75.27,0.8724
2998,15/02/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8094,93.806
2999,15/03/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,35,0.4052
3000,15/03/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2990,34.6137
3001,15/03/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,83.67,0.9686
3002,15/03/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,6306,73.0013
3003,15/03/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,36,0.4168
3004,15/03/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2148.15,24.868
3006,15/03/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,79,0.9145
3007,15/03/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,48.16,0.5575
3008,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,47.75,0.5528
3009,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,33,0.382
3010,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3168.75,36.683
3011,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1781.94,20.6286
3013,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,42.5,0.492
3014,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,226.25,2.6192
3015,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,68.62,0.7944
3016,15/03/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6458.75,74.7696
3017,15/03/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,57,0.6599
3018,15/03/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,35,0.4052
3019,15/03/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3600,41.6753
3020,15/03/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,2125,24.6
3022,15/03/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,84.76,0.9812
3023,15/03/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,7660,88.6758
3024,15/03/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,66,0.764
3025,15/03/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,31.53,0.365
3026,15/03/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3007.5,34.8163
3027,15/03/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1599.99,18.5223
3029,15/03/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,83.21,0.9633
3030,15/03/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8481.25,98.183
3031,15/04/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,3000,35.1276
3032,15/04/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,81.5,0.9543
3033,15/04/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,6500,76.1097
3034,15/04/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,36,0.4215
3035,15/04/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2370.55,27.7573
3037,15/04/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,80,0.9367
3038,15/04/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,44.7,0.5234
3039,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,45,0.5269
3040,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,33.04,0.3868
3041,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3105,36.357
3042,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,2011.1,23.5484
3044,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,45,0.5269
3045,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,230,2.6931
3046,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,67.07,0.7854
3047,15/04/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6660,77.9832
3048,15/04/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,56,0.6557
3049,15/04/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3600,42.1531
3050,15/04/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,2155.55,25.2398
3052,15/04/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,85.2,0.9976
3053,15/04/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,8000,93.6735
3054,15/04/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,72.61,0.8502
3055,15/04/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,70.1,0.8208
3056,15/04/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,33.75,0.3952
3057,15/04/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3000,35.1276
3058,15/04/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,2019.44,23.646
3060,15/04/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,91.2,1.0679
