,date,admin1,admin2,market,latitude,longitude,commodity,unit,priceflag,pricetype,currency,price,usdprice
0,#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
13936,15/11/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Maize,1 KG,aggregate,Retail,KES,40,0.3602
13938,15/11/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Potatoes,1 KG,aggregate,Retail,KES,50,0.4502
13939,15/11/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Rice,1 KG,aggregate,Retail,KES,110,0.9905
13944,15/11/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Sugar,1 KG,aggregate,Retail,KES,120,1.0806
13945,15/11/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Oil (vegetable),L,aggregate,Retail,KES,250,2.2512
13946,15/11/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Beans,1 KG,aggregate,Retail,KES,100,0.9005
13948,15/11/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Maize,1 KG,aggregate,Retail,KES,40,0.3602
13950,15/11/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Potatoes,1 KG,aggregate,Retail,KES,43.33,0.3902
13951,15/11/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Rice,1 KG,aggregate,Retail,KES,120,1.0806
13957,15/11/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Sugar,1 KG,aggregate,Retail,KES,120,1.0806
13958,15/11/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Oil (vegetable),L,aggregate,Retail,KES,216.67,1.9511
13959,15/11/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Beans,1 KG,aggregate,Retail,KES,100,0.9005
13962,15/11/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Potatoes,1 KG,aggregate,Retail,KES,50,0.4502
13963,15/11/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Rice,1 KG,aggregate,Retail,KES,100,0.9005
13969,15/11/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Sugar,1 KG,aggregate,Retail,KES,130,1.1706
13970,15/11/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Oil (vegetable),L,aggregate,Retail,KES,245,2.2062
13971,15/11/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Beans,1 KG,aggregate,Retail,KES,113.33,1.0206
13972,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Maize,1 KG,aggregate,Retail,KES,36.67,0.3302
13974,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Potatoes,1 KG,aggregate,Retail,KES,40,0.3602
13975,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Rice,1 KG,aggregate,Retail,KES,80,0.7204
13980,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Sugar,1 KG,aggregate,Retail,KES,116.67,1.0506
13981,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Oil (vegetable),L,aggregate,Retail,KES,250,2.2512
13982,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Beans,1 KG,aggregate,Retail,KES,96.67,0.8705
13983,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Maize,1 KG,aggregate,Retail,KES,47.5,0.4277
13985,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Potatoes,1 KG,aggregate,Retail,KES,50,0.4502
13986,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Rice,1 KG,aggregate,Retail,KES,85,0.7654
13991,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Sugar,1 KG,aggregate,Retail,KES,122.5,1.1031
13992,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Oil (vegetable),L,aggregate,Retail,KES,250,2.2512
13993,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Beans,1 KG,aggregate,Retail,KES,117.5,1.0581
13995,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 3),3.713947283,34.85746868,Maize,1 KG,aggregate,Retail,KES,45,0.4052
13997,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 3),3.713947283,34.85746868,Potatoes,1 KG,aggregate,Retail,KES,40,0.3602
13998,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 3),3.713947283,34.85746868,Rice,1 KG,aggregate,Retail,KES,80,0.7204
14003,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 3),3.713947283,34.85746868,Sugar,1 KG,aggregate,Retail,KES,120,1.0806
14004,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 3),3.713947283,34.85746868,Oil (vegetable),L,aggregate,Retail,KES,250,2.2512
14005,15/11/2021,Rift Valley,Turkana,Kalobeyei (Village 3),3.713947283,34.85746868,Beans,1 KG,aggregate,Retail,KES,100,0.9005
14006,15/11/2021,Rift Valley,Turkana,Lodwar town,3.11904,35.598337,Maize,1 KG,aggregate,Retail,KES,45,0.4052
14008,15/11/2021,Rift Valley,Turkana,Lodwar town,3.11904,35.598337,Potatoes,1 KG,aggregate,Retail,KES,100,0.9005
14009,15/11/2021,Rift Valley,Turkana,Lodwar town,3.11904,35.598337,Rice,1 KG,aggregate,Retail,KES,115,1.0356
14013,15/11/2021,Rift Valley,Turkana,Lodwar town,3.11904,35.598337,Sugar,1 KG,aggregate,Retail,KES,122.5,1.1031
14015,15/11/2021,Rift Valley,Turkana,Lodwar town,3.11904,35.598337,Oil (vegetable),L,aggregate,Retail,KES,275,2.4764
14016,15/11/2021,Rift Valley,Turkana,Lodwar town,3.11904,35.598337,Beans,1 KG,aggregate,Retail,KES,72.5,0.6529
14018,15/12/2021,Nairobi,Nairobi,Dandora (Nairobi),-1.25,36.9,Maize,1 KG,aggregate,Retail,KES,49,0.4342
14020,15/12/2021,Nairobi,Nairobi,Dandora (Nairobi),-1.25,36.9,Potatoes,1 KG,aggregate,Retail,KES,61,0.5405
14021,15/12/2021,Nairobi,Nairobi,Dandora (Nairobi),-1.25,36.9,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14027,15/12/2021,Nairobi,Nairobi,Dandora (Nairobi),-1.25,36.9,Sugar,1 KG,aggregate,Retail,KES,127.5,1.1298
14028,15/12/2021,Nairobi,Nairobi,Dandora (Nairobi),-1.25,36.9,Oil (vegetable),L,aggregate,Retail,KES,217.5,1.9273
14029,15/12/2021,Nairobi,Nairobi,Dandora (Nairobi),-1.25,36.9,Beans,1 KG,aggregate,Retail,KES,104,0.9216
14031,15/12/2021,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,1 KG,aggregate,Retail,KES,50,0.4431
14033,15/12/2021,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Potatoes,1 KG,aggregate,Retail,KES,62.73,0.5558
14034,15/12/2021,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14041,15/12/2021,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Sugar,1 KG,aggregate,Retail,KES,112.22,0.9944
14042,15/12/2021,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Oil (vegetable),L,aggregate,Retail,KES,240,2.1267
14043,15/12/2021,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,1 KG,aggregate,Retail,KES,118.18,1.0472
14045,15/12/2021,Nairobi,Nairobi,Kawangware (Nairobi),-1.28444,36.74361,Maize,1 KG,aggregate,Retail,KES,50,0.4431
14047,15/12/2021,Nairobi,Nairobi,Kawangware (Nairobi),-1.28444,36.74361,Potatoes,1 KG,aggregate,Retail,KES,68.89,0.6104
14048,15/12/2021,Nairobi,Nairobi,Kawangware (Nairobi),-1.28444,36.74361,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14055,15/12/2021,Nairobi,Nairobi,Kawangware (Nairobi),-1.28444,36.74361,Sugar,1 KG,aggregate,Retail,KES,112.31,0.9952
14056,15/12/2021,Nairobi,Nairobi,Kawangware (Nairobi),-1.28444,36.74361,Oil (vegetable),L,aggregate,Retail,KES,240,2.1267
14057,15/12/2021,Nairobi,Nairobi,Kawangware (Nairobi),-1.28444,36.74361,Beans,1 KG,aggregate,Retail,KES,117,1.0368
14059,15/12/2021,Nairobi,Nairobi,Kibra (Nairobi),-1.3166,36.78333,Maize,1 KG,aggregate,Retail,KES,50,0.4431
14061,15/12/2021,Nairobi,Nairobi,Kibra (Nairobi),-1.3166,36.78333,Potatoes,1 KG,aggregate,Retail,KES,60.71,0.538
14062,15/12/2021,Nairobi,Nairobi,Kibra (Nairobi),-1.3166,36.78333,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14067,15/12/2021,Nairobi,Nairobi,Kibra (Nairobi),-1.3166,36.78333,Sugar,1 KG,aggregate,Retail,KES,130,1.152
14068,15/12/2021,Nairobi,Nairobi,Kibra (Nairobi),-1.3166,36.78333,Oil (vegetable),L,aggregate,Retail,KES,217.5,1.9273
14069,15/12/2021,Nairobi,Nairobi,Kibra (Nairobi),-1.3166,36.78333,Beans,1 KG,aggregate,Retail,KES,130,1.152
14071,15/12/2021,Nairobi,Nairobi,Mathare (Nairobi),-1.256,36.8572,Maize,1 KG,aggregate,Retail,KES,55,0.4874
14073,15/12/2021,Nairobi,Nairobi,Mathare (Nairobi),-1.256,36.8572,Potatoes,1 KG,aggregate,Retail,KES,67.14,0.595
14074,15/12/2021,Nairobi,Nairobi,Mathare (Nairobi),-1.256,36.8572,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14081,15/12/2021,Nairobi,Nairobi,Mathare (Nairobi),-1.256,36.8572,Sugar,1 KG,aggregate,Retail,KES,112,0.9925
14083,15/12/2021,Nairobi,Nairobi,Mathare (Nairobi),-1.256,36.8572,Oil (vegetable),L,aggregate,Retail,KES,230,2.0381
14084,15/12/2021,Nairobi,Nairobi,Mathare (Nairobi),-1.256,36.8572,Beans,1 KG,aggregate,Retail,KES,120,1.0634
14086,15/12/2021,Nairobi,Nairobi,Mukuru (Nairobi),-1.3027,36.8844,Maize,1 KG,aggregate,Retail,KES,55,0.4874
14088,15/12/2021,Nairobi,Nairobi,Mukuru (Nairobi),-1.3027,36.8844,Potatoes,1 KG,aggregate,Retail,KES,65,0.576
14089,15/12/2021,Nairobi,Nairobi,Mukuru (Nairobi),-1.3027,36.8844,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14095,15/12/2021,Nairobi,Nairobi,Mukuru (Nairobi),-1.3027,36.8844,Sugar,1 KG,aggregate,Retail,KES,118.85,1.0531
14097,15/12/2021,Nairobi,Nairobi,Mukuru (Nairobi),-1.3027,36.8844,Oil (vegetable),L,aggregate,Retail,KES,230,2.0381
14098,15/12/2021,Nairobi,Nairobi,Mukuru (Nairobi),-1.3027,36.8844,Beans,1 KG,aggregate,Retail,KES,120,1.0634
14100,15/12/2021,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,Maize,1 KG,aggregate,Retail,KES,76.67,0.6794
14102,15/12/2021,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,Potatoes,1 KG,aggregate,Retail,KES,51.07,0.4525
14103,15/12/2021,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,Rice,1 KG,aggregate,Retail,KES,87.05,0.7714
14108,15/12/2021,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,Sugar,1 KG,aggregate,Retail,KES,112.73,0.999
14109,15/12/2021,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,Oil (vegetable),L,aggregate,Retail,KES,243.04,2.1537
14110,15/12/2021,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,Beans,1 KG,aggregate,Retail,KES,103.05,0.9132
14112,15/12/2021,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Maize,1 KG,aggregate,Retail,KES,73.33,0.6498
14114,15/12/2021,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Potatoes,1 KG,aggregate,Retail,KES,70,0.6203
14115,15/12/2021,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Rice,1 KG,aggregate,Retail,KES,80,0.7089
14119,15/12/2021,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Sugar,1 KG,aggregate,Retail,KES,100,0.8861
14121,15/12/2021,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Oil (vegetable),L,aggregate,Retail,KES,200,1.7723
14122,15/12/2021,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,1 KG,aggregate,Retail,KES,123.33,1.0929
14124,15/12/2021,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,Maize,1 KG,aggregate,Retail,KES,52.31,0.4635
14126,15/12/2021,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,Potatoes,1 KG,aggregate,Retail,KES,50.9,0.451
14127,15/12/2021,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,Rice,1 KG,aggregate,Retail,KES,85.95,0.7617
14134,15/12/2021,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,Sugar,1 KG,aggregate,Retail,KES,120.3,1.066
14135,15/12/2021,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,Oil (vegetable),L,aggregate,Retail,KES,235.92,2.0906
14136,15/12/2021,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,Beans,1 KG,aggregate,Retail,KES,90.12,0.7986
14138,15/12/2021,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,Maize,1 KG,aggregate,Retail,KES,50,0.4431
14140,15/12/2021,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,Potatoes,1 KG,aggregate,Retail,KES,56.58,0.5013
14141,15/12/2021,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,Rice,1 KG,aggregate,Retail,KES,89.1,0.7895
14146,15/12/2021,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,Sugar,1 KG,aggregate,Retail,KES,114.39,1.0137
14147,15/12/2021,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,Oil (vegetable),L,aggregate,Retail,KES,247.93,2.197
14148,15/12/2021,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,Beans,1 KG,aggregate,Retail,KES,101.93,0.9033
14151,15/12/2021,Rift Valley,Turkana,Ethiopia (Kakuma),3.722899,34.848225,Potatoes,1 KG,aggregate,Retail,KES,60,0.5317
14152,15/12/2021,Rift Valley,Turkana,Ethiopia (Kakuma),3.722899,34.848225,Rice,1 KG,aggregate,Retail,KES,120,1.0634
14156,15/12/2021,Rift Valley,Turkana,Ethiopia (Kakuma),3.722899,34.848225,Sugar,1 KG,aggregate,Retail,KES,140,1.2406
14157,15/12/2021,Rift Valley,Turkana,Ethiopia (Kakuma),3.722899,34.848225,Oil (vegetable),L,aggregate,Retail,KES,285,2.5255
14158,15/12/2021,Rift Valley,Turkana,Ethiopia (Kakuma),3.722899,34.848225,Beans,1 KG,aggregate,Retail,KES,110,0.9747
14161,15/12/2021,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,Potatoes,1 KG,aggregate,Retail,KES,50,0.4431
14162,15/12/2021,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,Rice,1 KG,aggregate,Retail,KES,105,0.9304
14168,15/12/2021,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,Sugar,1 KG,aggregate,Retail,KES,126.25,1.1187
14169,15/12/2021,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,Oil (vegetable),L,aggregate,Retail,KES,225,1.9938
14170,15/12/2021,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,Beans,1 KG,aggregate,Retail,KES,105,0.9304
14172,15/12/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Maize,1 KG,aggregate,Retail,KES,46.67,0.4135
14174,15/12/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Potatoes,1 KG,aggregate,Retail,KES,46.67,0.4135
14175,15/12/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Rice,1 KG,aggregate,Retail,KES,125,1.1077
14183,15/12/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Sugar,1 KG,aggregate,Retail,KES,130,1.152
14184,15/12/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Oil (vegetable),L,aggregate,Retail,KES,242.5,2.1489
14185,15/12/2021,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,Beans,1 KG,aggregate,Retail,KES,111.67,0.9895
14187,15/12/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Maize,1 KG,aggregate,Retail,KES,47.5,0.4209
14189,15/12/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Potatoes,1 KG,aggregate,Retail,KES,50,0.4431
14190,15/12/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Rice,1 KG,aggregate,Retail,KES,117.5,1.0412
14198,15/12/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Sugar,1 KG,aggregate,Retail,KES,135.42,1.2
14199,15/12/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Oil (vegetable),L,aggregate,Retail,KES,244.17,2.1636
14200,15/12/2021,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,Beans,1 KG,aggregate,Retail,KES,102.5,0.9083
14202,15/12/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Maize,1 KG,aggregate,Retail,KES,50,0.4431
14204,15/12/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Potatoes,1 KG,aggregate,Retail,KES,51.25,0.4541
14205,15/12/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14212,15/12/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Sugar,1 KG,aggregate,Retail,KES,133.75,1.1852
14213,15/12/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Oil (vegetable),L,aggregate,Retail,KES,280,2.4812
14214,15/12/2021,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,Beans,1 KG,aggregate,Retail,KES,110,0.9747
14215,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Maize,1 KG,aggregate,Retail,KES,47.5,0.4209
14217,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Potatoes,1 KG,aggregate,Retail,KES,40,0.3545
14218,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14224,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Sugar,1 KG,aggregate,Retail,KES,130,1.152
14225,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Oil (vegetable),L,aggregate,Retail,KES,315,2.7913
14226,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 1),3.768512718,34.72799937,Beans,1 KG,aggregate,Retail,KES,110,0.9747
14228,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Potatoes,1 KG,aggregate,Retail,KES,50,0.4431
14229,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Rice,1 KG,aggregate,Retail,KES,100,0.8861
14233,15/12/2021,Rift Valley,Turkana,Kalobeyei (Village 2),3.760887785,34.75283168,Sugar,1 KG,aggregate,Retail,KES,120,1.0634
